15,"RT @USER IN HIS WOLVES, IF HE CATCHES HER, AND GOD WILL TIE HER UP AND RUN HER TO THE WATER AND SCREAM",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
16,"♪ IF YOU UNDERSTAND HIM AND HIS PROBLEMS, THE TIME OF THE HOUSE'S SITTING IS OVER AND THE FIRST TIME IS A SCRATCH? AND THEN WHAT'S WITH THIS BLACKMAIL SYSTEM? BIGGER, BROTHER",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
17,HOW MANY TIMES DO I TELL YOU WHAT'S WRONG WITH YOU? LIE TO PEOPLE FREELY,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
18,"== SYNC, CORRECTED BY ELDERMAN == @ELDER_MAN MY COUSIN, SHEF, I'M YOUR OWN MOTHER MAKING IT DIFFICULT FOR ME. IF YOU'RE A LAWYER, YOU'RE JUST ASKING",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
19,Whoo-hoo! Whoo-hoo,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
20,YOU'VE GOT A CASE AND YOU'VE COME FROM YOUR PEOPLE,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
21,_,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
22,"Trend Butter for your father's crock, your muskeletal glossom in the case of Kilga",OFF,NOT_HS,NOT_VLG,NOT_VIO
23,"↷... YOU WON'T GET A BETTER TOMORROW, AS LONG AS YOU SAY YESTERDAY..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
24,I BELIEVE IN A SPECIFIC DEPARTMENT THAT PLEASES YOU NOT TO LOVE YOU. OR GOD'S WOMB,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
25,"@USER, DR. FARIS, DISPERSING YOU, LEAVING THE CURRENT AND ANSWERING",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
26,I'm sorry. I'm sorry,OFF,HS1,NOT_VLG,NOT_VIO
27,"@USER 160K, THAT'S 3 YEARS OLD",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
28,Marwan vanished. Golly Shik and Shark,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
29,THE WEATHER DAY IS MORE THAN GREAT. URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
30,EXPLAIN! THERE'S NO MORE GLORY THAN BASHAR,OFF,NOT_HS,NOT_VLG,NOT_VIO
31,RT @USER IMAGINE WE CELEBRATE A TIE. WITH A TEAM... ABU NORAN'S MOLECULE IS BIGGER THAN THEIR HISTORY,OFF,HS3,NOT_VLG,NOT_VIO
32,"TAKE A PICTURE OF HASSAN NASRALLAH. HE SAYS, ""THE ORIGINAL KUWAITIS."" TOM",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
33,_ CHIEF CECE. CHIEF OF STAFF. YAHMAD ISAAC CHELL. TERRORISTS FROM ON. AND THE EARTH. AH..,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
34,MBROOK @USER RETURNED 3 WAS HER CELL 4 @USERT UNTIL AND FOR OBVIOUS LOSS OF LONDON CLUBS,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
35,I'M NOT TRAVELING FAR,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
36,"I hate something in life, looking out of your house, swimming, perfume, discreet, and intrusive, and above this factor, a rule that keeps a fluffle",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
37,♪,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
38,YOU BROKE ME JEALOUS OF WARIE? WHY ARE YOU CHEATING ON ME,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
39,"@USER GET ME CLOSED, 3 LIQUES!",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
40,@USER NORTH,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
41,"YOU SAID TO HIM, YOU MORON, AND ANY ASSAULT ON MY MUSCLES, ASSAULT ON ME, AND ANSWERING BEACON",OFF,NOT_HS,NOT_VLG,VIO
42,YOU'RE SITTING THERE FOR ME,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
43,WE HAVE SOMEONE IN THE SCRIPT,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
44,@USER'S SHAPE,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
45,"RT @USER @BY_KLEGA. THE WAY YOU EAT KLUGA... THE GIRL WEARS IT AND THEN EATS IT. THE BOY'S PRYING HER, AND THEN EATING HER.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
46,BUT YOU'RE A BIG BOYFRIEND,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
47,RT @USER SHALLALLAGE NASES GOING AND SEE HIS MONTH AND RACHES WORLD MEAN EXOL #BestFan,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
48,@USER MASH,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
49,"Grandpa means ""double.""",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
50,THEY'RE LYING AS THEY BREATHE,OFF,NOT_HS,NOT_VLG,NOT_VIO
51,"RT @USER AVA, BRUSH, TURKEY. TELL YOU WHAT, YOU'RE TALKING ABOUT THE SAUDI ELECTED",OFF,HS1,NOT_VLG,NOT_VIO
52,"RT @USER THE STRONGEST THING IS SELFLESS. YOU SIT WITH ONE, YOU GO THROUGH, YOU SUCK HIS FINGERS. AND HE'S TURNING THE BULLY AND PUKING. HE SAYS: YOU HEAL WHAT YOU'RE HAMMERED WITH",OFF,NOT_HS,NOT_VLG,NOT_VIO
53,_,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
54,When does Halshahr and God deliver if it's 31 days,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
55,Miuuuut,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
56,"I SWEAR TO GOD, I'D LIKE YOU TO HAVE A BETTER SON, A TRAINER FOR GIRLS AND CORRUPTION",OFF,HS6,NOT_VLG,NOT_VIO
57,"""Cluga's hand is a little literary, and our duchtone is true.""",OFF,NOT_HS,NOT_VLG,NOT_VIO
58,"I'm Tony, the flower age",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
59,# Chelija sells # God is giving you our scandal between the Arabs,OFF,NOT_HS,NOT_VLG,NOT_VIO
60,"♪ Kilga Girls and Walsh, God for you ♪ They prayed for God and stayed up, there's no amount of depression in the collusion that he would wake up by saying he doesn't have a normal neck",OFF,HS6,NOT_VLG,NOT_VIO
61,♪,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
62,DON'T PUSH,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
63,"RIGHT, RIGHT, RIGHT, RIGHT",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
64,♪,OFF,NOT_HS,NOT_VLG,NOT_VIO
65,"""to sell kilga to wear a sleeve of their sorrow and the comfort of their stubborn fathers, God to blame you.""",OFF,HS5,NOT_VLG,NOT_VIO
66,♪,OFF,NOT_HS,NOT_VLG,NOT_VIO
67,"Some people, because of their achievements, deserve a thank-you book that contains a personal picture of M.E.L",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
68,"JUST, GIRL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
69,"President Abdelfattah Al-Sissi ' s message to the Chief of Staff from the headquarters of the East Canal Command, Yahmad Aouzek Cheill terrorists from above and beyond",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
70,I'M AFRAID WE'LL GET FAT,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
71,"RT @USER AND WAYT, WE'RE ALL THE PEOPLE'S PEOPLE, AND THEY'RE SENSITIVE",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
72,RT @USER IF THE APPLE'S APPLE ABSCESSANTLY ENCRYPTED BY URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
73,"MY LIMIT, SON",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
74,WE'RE GOOD AT IT,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
75,"RT @USER LAUNDERING THEM AFTER WASHING YOUR SAILS, YOU TWO TOGETHER GOD BLESS YOU",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
76,I look just like I'm the only one who hates Chechens,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
77,"I swear to God. A tradition plus a month's disease, you know, a settlement, and another sabotage disease",OFF,HS6,NOT_VLG,NOT_VIO
78,@USER OF GREAT,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
79,@USER BLEED IT AND BRING THE DUST BACK,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
80,@USER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
81,"Truth and God is a shame to lips it. Indecently disgusting amount of boldness in girls. Where's life and decency? Apparently, he's alive and indecent in the generation",OFF,HS6,NOT_VLG,NOT_VIO
82,"NO, GOD, MY BROTHER IS SATISFIED",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
83,"The choir for the heavens, the crocodile...",OFF,NOT_HS,NOT_VLG,NOT_VIO
84,"YOU GUYS, IF YOU'RE AFRAID OF THE INTEREST OF THE UNION, YOU'VE OPENED THE MATTER BEYOND THE KING'S TOURNAMENT",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
85,YOU'RE TELLING ME,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
86,"I'M PRETTY SURE THAT MY PRESENCE CAUSED MOST OF YOU TO BE HAPPY, RIGHT",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
87,"NO, GOD, IT'S A LITTLE TASTE FOR A MAN OTHER THAN HER HUSBAND, AND A BASIS THAT LOOKS AT SOMEONE OTHER THAN HER HUSBAND, THE BASIS SHE LOOKS AT, AND SHE'S SWOLLEN UP WITH A BIG, DIRTY, BIG-ASS PIECE OF LITERATURE.",OFF,NOT_HS,NOT_VLG,NOT_VIO
88,"My comment is, ""Your mercy is God.""",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
89,BELIEVE IT,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
90,Three days I dream dreams,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
91,@USER WALLY SITS IN RIYADH HOTELS THREE YEARS AND DRAIN THE ALLIANCE AND CALL THEM! YOU MUST BE OF GOD WHAT YOU DESERVE,OFF,NOT_HS,NOT_VLG,NOT_VIO
92,Some amrican slangs. An arm and a leg = very expensive. Ants on your pants. A r It's used to express the stink and the end of the rope,OFF,NOT_HS,NOT_VLG,NOT_VIO
93,"ALL FOUR-1,000 HEROES, AND THEY'RE HEROES.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
94,Confederates,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
95,"@USER, IF I UNDERSTOOD A MISTAKE, I SAID MY FRIEND",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
96,The next funeral is you. The insurgents are inspirational,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
97,"YOU HEAR ME AND YOU DON'T GIVE UP? MADRETT'S RIGHT. THE CLAGAS THAT WE'VE BEEN THROUGH, AND I DON'T CARE ABOUT HIM. WHAT I'M SAYING IS THAT THERE'S NO PROPHECY FOR WOMEN BECAUSE THEY'RE NOT DEAD. GOT IT? I GOT TIRED AND I'M EXPLAINING",OFF,HS6,NOT_VLG,NOT_VIO
98,I said forgive him. A word he said to my tongue... But with my heart a second thing... He's tired and lost me,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
99,_ LOVE STORY IS THE BEST SHOW SITE,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
100,"SHANE, THE BAY, SO IT'S JUST A URL CAREER",OFF,NOT_HS,NOT_VLG,NOT_VIO
101,WHAT'S THIS LITTLE LITERATURE,OFF,NOT_HS,NOT_VLG,NOT_VIO
102,I'M TIRED OF OVERWEIGHT. YOU TEXT ME PRIVATE AND YOU SELL YOUR WEIGHT AND HEIGHT. AND YOU HAVE A SOLUTION. THE NEXT FUNERAL IS YOU. BELIEVE IT. # SAUDI ARABIA. BELIEVE IT. # CHELIJA URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
103,"@USER WHISH YOU, URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
104,@USER'S NOT EVERYTHING,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
105,Thank you for coming from the ruins of Ivanka Jonah.,OFF,NOT_HS,NOT_VLG,NOT_VIO
106,@USER AND LIKE BLOODY CLEARING,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
107,HE'S MARRIED TO A MONTH AND HE'S MARRYING FOUR,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
108,RT @USER WE WE WE WERE DIFFERED IN THEIR PEOPLE'S CREAMING AND THEIR DOGY,OFF,HS3,NOT_VLG,NOT_VIO
109,"@USER AWAY FROM HIS BAD. I JUST WISH I COULD GET HIM OUT OF THE MIRROR, GET HIS ATTITUDE AND BEHAVIOR. I WALKED HIM AS A GIRL. AND HIS ACTIONS AND HIS DANCING",OFF,NOT_HS,NOT_VLG,NOT_VIO
110,OUR SCANDAL,OFF,NOT_HS,NOT_VLG,NOT_VIO
111,"@USER, I'M SORRY AFTER THE GAME, AND YOU'RE LOST, AND YOU'RE IN LOVE, AND YOU'RE GOING DOWN THE STADIUM, HANDING OVER THE PLAYERS, BLAMING AND NORMAL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
112,♪!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
113,@USER AND GOD ESPECTS ON SHISH,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
114,@USER REALLY PLAY,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
115,SO I SLEEP WITH DRY,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
116,"I MEAN, YOU KNOW, YOU KNOW, YOU KNOW WHAT",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
117,"IF YOU WERE RIGHT, I DIDN'T HAVE A RIGHT TO MAKE YOU DIRTY",OFF,NOT_HS,NOT_VLG,NOT_VIO
118,RT @USER WORST MEN TALKING. ABOUT HIS LOVED ONES. MAKE IT EASY,OFF,NOT_HS,NOT_VLG,NOT_VIO
119,_,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
120,Apparently it's morning,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
121,INDIAN RT @USER IS A RULE THAT PROVES TO THE GOAT THAT THE SHEEP BECAME HIS FRIEND UNTIL WHAT URL MASSACRED,OFF,HS1,NOT_VLG,NOT_VIO
122,A DOG TREATS US AS CHICKEN,OFF,NOT_HS,NOT_VLG,NOT_VIO
123,@USER GOD DETRACTS AND INCREASES,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
124,BETTER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
125,@USER:,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
126,GOOD @USER'S NOT SURROUNDED BY DELIVERY BEFORE PAYMENT. I PAY A COUPLE OF DIMENSIONS,OFF,NOT_HS,NOT_VLG,NOT_VIO
127,I don't know how not to live with people,OFF,NOT_HS,NOT_VLG,NOT_VIO
128,Piss,OFF,NOT_HS,NOT_VLG,NOT_VIO
129,"HERE'S MY PLAN, AND I'M DRAWING ON HIM TO LET HIM GO",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
130,@USER A,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
131,"Oh, good morning. One sends something nice. Just imagine your day starts with people",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
132,"MOST OF YOU ARE CUSTOMERS, SO THE OCCUPATION IS OVER YOUR HEAD",OFF,HS3,NOT_VLG,NOT_VIO
133,HE'S THE SAME AS ME,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
134,@USER EXCLAIMS FROM THE DEATH,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
135,BELIEVE IT. PUT 476894 MILLION IN YOUR ACCOUNT. READ THE NUMBER ZANE AND SAY AMIN BLUSH HASHD.,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
136,"The words of Hillary will degrade everyone who denies the existence of plots against our State and neighbouring States and the end of a plot that is a pre-emptive plot against us. Of course, their ears between us consider them to be true long-term investment, other than the real recognition of the creation of a prostitute and the help of the fraternity",OFF,HS3,NOT_VLG,NOT_VIO
137,God choke,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
138,_,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
139,"YOU GUYS PULLED ME OUT, BUT WHAT CAME UP WITH THE EMAIL URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
140,_,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
141,"WE ALL KNOW WHAT'S WRONG WITH THEM, BUT THEY DON'T LIKE IT",OFF,NOT_HS,NOT_VLG,NOT_VIO
142,@USER AND GOD MAVIE:,OFF,NOT_HS,NOT_VLG,NOT_VIO
143,YOU DIDN'T SAY ANYTHING BY THE WAY,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
144,THEIR HISTORY IS DARKER THAN THEIR DAY,OFF,NOT_HS,NOT_VLG,NOT_VIO
145,I took a raise because I scattered your face so much,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
146,"No, no, no, no, no, no, no, no",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
147,♪ We've got our hands ♪ Thank God I'm a Qatari,OFF,HS1,NOT_VLG,NOT_VIO
148,"DON'T SHOUT, BROTHER. YOU SEE FOOTBALL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
149,@USER WENHA WENH JOWLEY HUA UNDERSTOOD HIM,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
150,@USERYAO FEDER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
151,"@USER'S ALREADY CALLING FOR HER BACKLEY, SHE'S TALKING AND THE CAMERO'S CASE ARE IN THE SECRETARIAT OF LISH NASSIO, BARCHACH, AND THE TURKING OF THE HIGH BAPPLAUDY, WITH LITTLE LITTLE SHOICE",OFF,NOT_HS,NOT_VLG,NOT_VIO
152,"GOD, BUT I'M TAKING THE EDGE OFF OF TANNI, AND YOU'RE TELLING ME WHAT TO SAY",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
153,YOU'RE SACRIFICING A DECISION HERE UNTIL SHE DOESN'T,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
154,@USER LOCKING WHAT HAPPENED ME HURT ME. PICTURES,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
155,The beloved people of God,OFF,NOT_HS,NOT_VLG,NOT_VIO
156,Good morning.,OFF,NOT_HS,NOT_VLG,NOT_VIO
157,"RT @USER, WHILE I'M A BANK BASE, I'VE HEARD A STAFF MEMBER WHO'S BEEN GIVING A MEDICAL LECTURE TO A COUGH CUSTOMER SEVERAL TIMES IN FRONT OF HER, AND I'VE BEEN TALKING ABOUT THE BENEFITS OF THE SHOWER..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
158,"RT @USER I LIVED IN THE COUNTRY FOR YEARS, IN WHICH REFERENDUMS AND ADMIRABLE ELECTIONS WERE HEALED AND STRANGE AS LONG AS I WAS CURED IN HIS CYNICISM",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
159,@USER WALLY SHORTS HIS SHRIMP AND LOOKS LONG AFTER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
160,All my men fit a girl!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
161,"@USER PEOPLE BREAKING TRUF ON YOU, BUT",OFF,NOT_HS,NOT_VLG,NOT_VIO
162,OVEFFEVER RETURNS SOME CAMPUS. GOD'S FAULT,OFF,HS6,NOT_VLG,NOT_VIO
163,@USER SHOWY,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
164,"The contagion of Matselmish keeps its eyes on me, so that they can satisfy you so much for no loyalty",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
165,RT @USER BECAME ME HIGH SCHOOL,OFF,NOT_HS,NOT_VLG,NOT_VIO
166,We search the Following with you,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
167,♪,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
168,The falcons and greens on TV,OFF,NOT_HS,NOT_VLG,NOT_VIO
169,"I SWEAR TO GOD YOU'RE SMARTER THAN ME. THE PATROL SAYS, ""RIOS, THE COMMUNITY, LEAVE THE MARISEL."" THIS IS A PATROL TACTIC TO TURN INTO THE PARENTS. THE ASIANS LOST HER CRESCENT BECAUSE OF THE MERRISEL MAKING THEM LIVE IN THEIR CANDIDACY. AND THEY FELL IN A MAZE, AND THEY HUNTED AS USUAL. THEY WERE EATEN BY ORAWA",OFF,HS3,NOT_VLG,NOT_VIO
170,@USER WORRY YOUR WAY AND THEY'RE YOUR HANDS,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
171,"And his scarf and the fall of most girls, even if the doughnuts flirt with Trump's daughters and other silly excuses, we're still girls! You like to praise yourself, and with all around me, all the world needs to know that you're acclaimed by God",OFF,HS6,NOT_VLG,NOT_VIO
172,"YOU'RE WELCOME. BE QUIET. KEEP GOING, HUH? NORMAL WORDS, AND MY GOD IN TIME, THEY'RE IN A STITCH.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
173,YOU SOLD ME A GOOD URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
174,"My brother, they say it's the words of Mohsen Ben Turki Ashfie, see if they believe they say what his crime means, and then Hani Yip Cho is the last of the yesterday and the rest of the wheat. # Your life is 23",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
175,"RT @USER HIS MOTHER AT HOME WAS CALLING HIM SOLOMON. HE'S NERVOUS. HE SAYS, ""DON'T SAY SOLOMON."" AND NOW HIS FIANCÉE CALLS HIM LOMÉ",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
176,WHAT A VACUUM,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
177,RT @USER AND LET WE CRUP WITH THEM. THEY'RE NOT CLEAR FROM THEIR AIR.,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
178,HEY,OFF,NOT_HS,NOT_VLG,NOT_VIO
179,"YOUR FACE, YOUR MOUTH, YOUR MOUTH, YOUR TATTOO, YOUR GAMBLER, YOUR FACE, YOUR FACE, AND AN IMMORTAL SYSTEM, YOU KNOW, SHANE ARTWITTT, THE MISTAKE OF THE FEMALE, AND THE MALE MOLTEN, SOO'S FAULT, THE SALVATION OF THE GIRLS, FORGETTING LIKE THEM, AND THE SECOND THING THE MEN BOTHERED HIM, AND EVENTUALLY, IF YOUR FACE SQUEEZED FROM HERE TO THE CRIES, YOU'D, YOU'D",OFF,HS6,NOT_VLG,NOT_VIO
180,"♪ Kilga ♪ You've given freedom, and regret is never decent.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
181,"YOU'RE DISGUSTING, BASSELL",OFF,NOT_HS,NOT_VLG,NOT_VIO
182,♪ WALK. YOU'RE HIS BROKER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
183,"84,000 LIES AND IMPORTS.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
184,"Spirit #Layla_Skender > , `M.inqtr.m.inqtr.m.inqtr. An account where her journals and places..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
185,FUCK YOU AND YOUR URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
186,FINAL SHOT LAST NIGHT,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
187,"RT @USER WHY YOU'RE BEING THE MATCH, AND YOUR MOM SAYS YOU LIKE LIKE AN URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
188,GOD MAKES ME A CLIJA BUT A URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
189,"Trouble is my time, folks. Not after Friday! And he took the vomit after the violin ball.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
190,It's all mosquito. The philosophers are still in the pants and washing them,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
191,"Feel it. And then I say, you get it",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
192,"ZATO, WE'RE ALL NOT BUNKERS, WE'RE IN LOVE TALKING, AND IT'S A BLEED THAT KEEPS A FLAP",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
193,"Dreams and Alice are cursed by the mother of the other characters, made by Akuo-woo",OFF,NOT_HS,NOT_VLG,NOT_VIO
194,THE MOST IMPORTANT NEED OF THE WORLD,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
195,_ WE SHOULD MAKE A FAIRY TALE. DON'T GIVE US NO TO YOUR COMPETITORS,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
196,♪ KILGA... ♪ MASS SUICIDE URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
197,"RT @USER ANNOUNCER TO THE PICK, WHEN MY EYES URL",OFF,NOT_HS,NOT_VLG,NOT_VIO
198,"The lord's home, my love's funeral.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
199,"PAMSI HAS KILLED TORGOT, AND THE SULTAN ELDER IS EXECUTED BY ARROGYL URL",OFF,NOT_HS,NOT_VLG,NOT_VIO
